
1.078,,,,,E.Zanda-C.Preacco Ancona-M.Somà-A.Crosetto,Nuclei di necropoli di Forum Fulvii ed Hasta-Indagini archeologiche sul medioevo astigiano,,Quaderni Soprintendenza Archeologica del Piemonte 12,,Torino,1.995,242,,,,,,;
